Zipcode,State,State Cty,Tract,Tract GeoID,City Name,Zip Name,Population,Part PCT
90004,CA,6037,2112.02,6037211202,Los Angeles CA,"Los Angeles, CA",2693,0.046
90004,CA,6037,2113.1,6037211310,Los Angeles CA,"Los Angeles, CA",3603,0.0615
90004,CA,6037,2113.2,6037211320,Los Angeles CA,"Los Angeles, CA",2899,0.0495
90004,CA,6037,2114.1,6037211410,Los Angeles CA,"Los Angeles, CA",2956,0.0505
90004,CA,6037,2114.2,6037211420,Los Angeles CA,"Los Angeles, CA",3309,0.0565
90020,CA,6037,2114.2,6037211420,Los Angeles CA,"Los Angeles, CA",170,0.0044
90004,CA,6037,2115.0,6037211500,Los Angeles CA,"Los Angeles, CA",4078,0.0696
90020,CA,6037,2115.0,6037211500,Los Angeles CA,"Los Angeles, CA",152,0.0039
90005,CA,6037,2117.01,6037211701,Los Angeles CA,"Los Angeles, CA",237,0.0062
90010,CA,6037,2117.01,6037211701,Los Angeles CA,"Los Angeles, CA",111,0.0206
90020,CA,6037,2117.01,6037211701,Los Angeles CA,"Los Angeles, CA",2385,0.0616
90020,CA,6037,2117.03,6037211703,Los Angeles CA,"Los Angeles, CA",4716,0.1219
90005,CA,6037,2117.04,6037211704,Los Angeles CA,"Los Angeles, CA",987,0.026
90010,CA,6037,2117.04,6037211704,Los Angeles CA,"Los Angeles, CA",86,0.0159
90020,CA,6037,2117.04,6037211704,Los Angeles CA,"Los Angeles, CA",1868,0.0483
90005,CA,6037,2118.02,6037211802,Los Angeles CA,"Los Angeles, CA",693,0.0182
90010,CA,6037,2118.02,6037211802,Los Angeles CA,"Los Angeles, CA",465,0.0861
90020,CA,6037,2118.02,6037211802,Los Angeles CA,"Los Angeles, CA",3735,0.0965
90020,CA,6037,2118.03,6037211803,Los Angeles CA,"Los Angeles, CA",3602,0.0931
90020,CA,6037,2118.04,6037211804,Los Angeles CA,"Los Angeles, CA",3247,0.0839
90020,CA,6037,2119.1,6037211910,Los Angeles CA,"Los Angeles, CA",4223,0.1091
90020,CA,6037,2119.21,6037211921,Los Angeles CA,"Los Angeles, CA",2447,0.0632
90020,CA,6037,2119.22,6037211922,Los Angeles CA,"Los Angeles, CA",3182,0.0822
90005,CA,6037,2121.01,6037212101,Los Angeles CA,"Los Angeles, CA",537,0.0141
90010,CA,6037,2121.01,6037212101,Los Angeles CA,"Los Angeles, CA",401,0.0743
90020,CA,6037,2121.01,6037212101,Los Angeles CA,"Los Angeles, CA",2208,0.0571
90005,CA,6037,2121.02,6037212102,Los Angeles CA,"Los Angeles, CA",683,0.018
90010,CA,6037,2121.02,6037212102,Los Angeles CA,"Los Angeles, CA",230,0.0426
90020,CA,6037,2121.02,6037212102,Los Angeles CA,"Los Angeles, CA",1666,0.0431
90005,CA,6037,2122.02,6037212202,Los Angeles CA,"Los Angeles, CA",1709,0.045
90006,CA,6037,2122.02,6037212202,Los Angeles CA,"Los Angeles, CA",1655,0.0284
90005,CA,6037,2122.03,6037212203,Los Angeles CA,"Los Angeles, CA",2601,0.0685
90010,CA,6037,2122.03,6037212203,Los Angeles CA,"Los Angeles, CA",615,0.1139
90005,CA,6037,2122.04,6037212204,Los Angeles CA,"Los Angeles, CA",3227,0.085
90005,CA,6037,2123.03,6037212303,Los Angeles CA,"Los Angeles, CA",3450,0.0908
90010,CA,6037,2123.03,6037212303,Los Angeles CA,"Los Angeles, CA",36,0.0067
90005,CA,6037,2123.04,6037212304,Los Angeles CA,"Los Angeles, CA",1579,0.0416
90010,CA,6037,2123.04,6037212304,Los Angeles CA,"Los Angeles, CA",159,0.0294
90005,CA,6037,2123.05,6037212305,Los Angeles CA,"Los Angeles, CA",1620,0.0426
90006,CA,6037,2123.05,6037212305,Los Angeles CA,"Los Angeles, CA",913,0.0157
90005,CA,6037,2123.06,6037212306,Los Angeles CA,"Los Angeles, CA",1672,0.044
90006,CA,6037,2123.06,6037212306,Los Angeles CA,"Los Angeles, CA",1121,0.0193
90005,CA,6037,2124.1,6037212410,Los Angeles CA,"Los Angeles, CA",3091,0.0814
90010,CA,6037,2124.1,6037212410,Los Angeles CA,"Los Angeles, CA",469,0.0869
90005,CA,6037,2124.2,6037212420,Los Angeles CA,"Los Angeles, CA",1557,0.041
90006,CA,6037,2124.2,6037212420,Los Angeles CA,"Los Angeles, CA",1318,0.0226
90005,CA,6037,2125.01,6037212501,Los Angeles CA,"Los Angeles, CA",1178,0.031
90006,CA,6037,2125.01,6037212501,Los Angeles CA,"Los Angeles, CA",766,0.0132
90005,CA,6037,2125.02,6037212502,Los Angeles CA,"Los Angeles, CA",2474,0.0651
90006,CA,6037,2125.02,6037212502,Los Angeles CA,"Los Angeles, CA",581,0.01
90010,CA,6037,2125.02,6037212502,Los Angeles CA,"Los Angeles, CA",308,0.057
90005,CA,6037,2126.1,6037212610,Los Angeles CA,"Los Angeles, CA",3409,0.0897
90010,CA,6037,2126.1,6037212610,Los Angeles CA,"Los Angeles, CA",640,0.1185
90005,CA,6037,2126.2,6037212620,Los Angeles CA,"Los Angeles, CA",2499,0.0658
90019,CA,6037,2126.2,6037212620,Los Angeles CA,"Los Angeles, CA",1612,0.026
90005,CA,6037,2127.01,6037212701,Los Angeles CA,"Los Angeles, CA",721,0.019
90019,CA,6037,2127.01,6037212701,Los Angeles CA,"Los Angeles, CA",1766,0.0285
90005,CA,6037,2127.02,6037212702,Los Angeles CA,"Los Angeles, CA",2748,0.0723
90010,CA,6037,2127.02,6037212702,Los Angeles CA,"Los Angeles, CA",217,0.0402
90019,CA,6037,2127.02,6037212702,Los Angeles CA,"Los Angeles, CA",722,0.0116
90019,CA,6037,2128.0,6037212800,Los Angeles CA,"Los Angeles, CA",4121,0.0665
90019,CA,6037,2129.0,6037212900,Los Angeles CA,"Los Angeles, CA",3721,0.06
90006,CA,6037,2131.0,6037213100,Los Angeles CA,"Los Angeles, CA",248,0.0043
90019,CA,6037,2131.0,6037213100,Los Angeles CA,"Los Angeles, CA",2259,0.0364
90006,CA,6037,2132.01,6037213201,Los Angeles CA,"Los Angeles, CA",4330,0.0744
90006,CA,6037,2132.02,6037213202,Los Angeles CA,"Los Angeles, CA",3679,0.0632
90006,CA,6037,2133.1,6037213310,Los Angeles CA,"Los Angeles, CA",3323,0.0571
90006,CA,6037,2133.2,6037213320,Los Angeles CA,"Los Angeles, CA",3006,0.0516
90006,CA,6037,2134.01,6037213401,Los Angeles CA,"Los Angeles, CA",4806,0.0825
90006,CA,6037,2134.02,6037213402,Los Angeles CA,"Los Angeles, CA",5119,0.0879
90036,CA,6037,2140.0,6037214000,Los Angeles CA,"Los Angeles, CA",3808,0.0963
90004,CA,6037,2141.0,6037214100,Los Angeles CA,"Los Angeles, CA",635,0.0108
90036,CA,6037,2141.0,6037214100,Los Angeles CA,"Los Angeles, CA",3476,0.0879
90036,CA,6037,2144.0,6037214400,Los Angeles CA,"Los Angeles, CA",2980,0.0753
90036,CA,6037,2145.01,6037214501,Los Angeles CA,"Los Angeles, CA",3104,0.0785
90036,CA,6037,2145.03,6037214503,Los Angeles CA,"Los Angeles, CA",3495,0.0884
90036,CA,6037,2145.04,6037214504,Los Angeles CA,"Los Angeles, CA",3871,0.0979
90036,CA,6037,2145.05,6037214505,Los Angeles CA,"Los Angeles, CA",1817,0.0459
90048,CA,6037,2146.0,6037214600,Los Angeles CA,"Los Angeles, CA",2600,0.115
90048,CA,6037,2147.0,6037214700,Los Angeles CA,"Los Angeles, CA",2731,0.1208
90048,CA,6037,2148.0,6037214800,Los Angeles CA,"Los Angeles, CA",2843,0.1258
90048,CA,6037,2149.02,6037214902,Los Angeles CA,"Los Angeles, CA",2668,0.118
90048,CA,6037,2149.03,6037214903,Los Angeles CA,"Los Angeles, CA",1376,0.0609
90210,CA,6037,2149.03,6037214903,Los Angeles CA,"Beverly Hills, CA",166,0.0079
90048,CA,6037,2149.04,6037214904,Los Angeles CA,"Los Angeles, CA",1696,0.075
90036,CA,6037,2151.01,6037215101,Los Angeles CA,"Los Angeles, CA",2614,0.0661
90036,CA,6037,2151.02,6037215102,Los Angeles CA,"Los Angeles, CA",3123,0.079
90005,CA,6037,2161.0,6037216100,Los Angeles CA,"Los Angeles, CA",267,0.007
90019,CA,6037,2161.0,6037216100,Los Angeles CA,"Los Angeles, CA",1725,0.0278
90036,CA,6037,2161.0,6037216100,Los Angeles CA,"Los Angeles, CA",473,0.012
90036,CA,6037,2162.01,6037216201,Los Angeles CA,"Los Angeles, CA",2701,0.0683
90019,CA,6037,2162.02,6037216202,Los Angeles CA,"Los Angeles, CA",2694,0.0435
90036,CA,6037,2162.02,6037216202,Los Angeles CA,"Los Angeles, CA",144,0.0036
90048,CA,6037,2163.01,6037216301,Los Angeles CA,"Los Angeles, CA",1374,0.0608
90019,CA,6037,2163.02,6037216302,Los Angeles CA,"Los Angeles, CA",817,0.0132
90036,CA,6037,2163.02,6037216302,Los Angeles CA,"Los Angeles, CA",2734,0.0691
90035,CA,6037,2164.01,6037216401,Los Angeles CA,"Los Angeles, CA",4165,0.1375
90035,CA,6037,2164.02,6037216402,Los Angeles CA,"Los Angeles, CA",2644,0.0873
90019,CA,6037,2167.0,6037216700,Los Angeles CA,"Los Angeles, CA",286,0.0046
90035,CA,6037,2167.0,6037216700,Los Angeles CA,"Los Angeles, CA",3652,0.1206
90019,CA,6037,2168.0,6037216800,Los Angeles CA,"Los Angeles, CA",549,0.0089
90035,CA,6037,2168.0,6037216800,Los Angeles CA,"Los Angeles, CA",2715,0.0896
90048,CA,6037,2168.0,6037216800,Los Angeles CA,"Los Angeles, CA",302,0.0134
90019,CA,6037,2169.01,6037216901,Los Angeles CA,"Los Angeles, CA",2888,0.0466
90019,CA,6037,2169.02,6037216902,Los Angeles CA,"Los Angeles, CA",2331,0.0376
90035,CA,6037,2170.01,6037217001,Los Angeles CA,"Los Angeles, CA",2863,0.0945
90035,CA,6037,2170.02,6037217002,Los Angeles CA,"Los Angeles, CA",5084,0.1678
90019,CA,6037,2171.01,6037217101,Los Angeles CA,"Los Angeles, CA",2520,0.0406
90019,CA,6037,2171.02,6037217102,Los Angeles CA,"Los Angeles, CA",2930,0.0473
90019,CA,6037,2172.0,6037217200,Los Angeles CA,"Los Angeles, CA",3887,0.0627
90019,CA,6037,2181.1,6037218110,Los Angeles CA,"Los Angeles, CA",3120,0.0503
90018,CA,6037,2181.2,6037218120,Los Angeles CA,"Los Angeles, CA",33,0.0007
90019,CA,6037,2181.2,6037218120,Los Angeles CA,"Los Angeles, CA",4217,0.068
90019,CA,6037,2182.1,6037218210,Los Angeles CA,"Los Angeles, CA",3951,0.0637
90016,CA,6037,2182.2,6037218220,Los Angeles CA,"Los Angeles, CA",39,0.0008
90019,CA,6037,2182.2,6037218220,Los Angeles CA,"Los Angeles, CA",4084,0.0659
90016,CA,6037,2183.0,6037218300,Los Angeles CA,"Los Angeles, CA",831,0.0179
90019,CA,6037,2183.0,6037218300,Los Angeles CA,"Los Angeles, CA",4375,0.0706
90016,CA,6037,2184.0,6037218400,Los Angeles CA,"Los Angeles, CA",4364,0.0938
90016,CA,6037,2185.0,6037218500,Los Angeles CA,"Los Angeles, CA",2810,0.0604
90016,CA,6037,2186.0,6037218600,Los Angeles CA,"Los Angeles, CA",2820,0.0606
90016,CA,6037,2187.01,6037218701,Los Angeles CA,"Los Angeles, CA",1606,0.0345
90018,CA,6037,2187.01,6037218701,Los Angeles CA,"Los Angeles, CA",849,0.0169
90016,CA,6037,2187.02,6037218702,Los Angeles CA,"Los Angeles, CA",666,0.0143
90018,CA,6037,2187.02,6037218702,Los Angeles CA,"Los Angeles, CA",1533,0.0306
90018,CA,6037,2188.0,6037218800,Los Angeles CA,"Los Angeles, CA",2633,0.0525
90018,CA,6037,2189.0,6037218900,Los Angeles CA,"Los Angeles, CA",5329,0.1062
90018,CA,6037,2190.1,6037219010,Los Angeles CA,"Los Angeles, CA",2749,0.0548
90018,CA,6037,2190.2,6037219020,Los Angeles CA,"Los Angeles, CA",4590,0.0915
90018,CA,6037,2193.0,6037219300,Los Angeles CA,"Los Angeles, CA",3757,0.0749
90016,CA,6037,2195.0,6037219500,Los Angeles CA,"Los Angeles, CA",1783,0.0383
90016,CA,6037,2197.0,6037219700,Los Angeles CA,"Los Angeles, CA",4186,0.09
90016,CA,6037,2198.0,6037219800,Los Angeles CA,"Los Angeles, CA",2931,0.063
90016,CA,6037,2199.01,6037219901,Los Angeles CA,"Los Angeles, CA",4651,0.1
90016,CA,6037,2199.02,6037219902,Los Angeles CA,"Los Angeles, CA",3878,0.0834
90016,CA,6037,2200.0,6037220000,Los Angeles CA,"Los Angeles, CA",5420,0.1165
90016,CA,6037,2201.0,6037220100,Los Angeles CA,"Los Angeles, CA",2437,0.0524
90006,CA,6037,2211.1,6037221110,Los Angeles CA,"Los Angeles, CA",3289,0.0565
90006,CA,6037,2211.2,6037221120,Los Angeles CA,"Los Angeles, CA",3030,0.052
90006,CA,6037,2212.1,6037221210,Los Angeles CA,"Los Angeles, CA",2824,0.0485
90018,CA,6037,2212.1,6037221210,Los Angeles CA,"Los Angeles, CA",93,0.0019
90006,CA,6037,2212.2,6037221220,Los Angeles CA,"Los Angeles, CA",3143,0.054
90006,CA,6037,2213.02,6037221302,Los Angeles CA,"Los Angeles, CA",1100,0.0189
90018,CA,6037,2213.02,6037221302,Los Angeles CA,"Los Angeles, CA",68,0.0014
90019,CA,6037,2213.02,6037221302,Los Angeles CA,"Los Angeles, CA",3162,0.051
90006,CA,6037,2213.03,6037221303,Los Angeles CA,"Los Angeles, CA",1474,0.0253
90019,CA,6037,2213.03,6037221303,Los Angeles CA,"Los Angeles, CA",910,0.0147
90019,CA,6037,2213.04,6037221304,Los Angeles CA,"Los Angeles, CA",3032,0.0489
90018,CA,6037,2214.01,6037221401,Los Angeles CA,"Los Angeles, CA",3362,0.067
90018,CA,6037,2214.02,6037221402,Los Angeles CA,"Los Angeles, CA",2700,0.0538
90018,CA,6037,2215.0,6037221500,Los Angeles CA,"Los Angeles, CA",3864,0.077
90007,CA,6037,2216.01,6037221601,Los Angeles CA,"Los Angeles, CA",3175,0.0775
90007,CA,6037,2216.02,6037221602,Los Angeles CA,"Los Angeles, CA",2693,0.0658
90007,CA,6037,2217.1,6037221710,Los Angeles CA,"Los Angeles, CA",2596,0.0634
90007,CA,6037,2218.1,6037221810,Los Angeles CA,"Los Angeles, CA",2746,0.0671
90007,CA,6037,2218.2,6037221820,Los Angeles CA,"Los Angeles, CA",2797,0.0683
90007,CA,6037,2219.0,6037221900,Los Angeles CA,"Los Angeles, CA",4004,0.0978
90089,CA,6037,2219.0,6037221900,Los Angeles CA,"Los Angeles, CA",913,0.1765
90018,CA,6037,2220.01,6037222001,Los Angeles CA,"Los Angeles, CA",3218,0.0641
90018,CA,6037,2220.02,6037222002,Los Angeles CA,"Los Angeles, CA",4648,0.0926
90007,CA,6037,2221.0,6037222100,Los Angeles CA,"Los Angeles, CA",1903,0.0465
90018,CA,6037,2221.0,6037222100,Los Angeles CA,"Los Angeles, CA",1809,0.0361
90007,CA,6037,2222.0,6037222200,Los Angeles CA,"Los Angeles, CA",1772,0.0433
90018,CA,6037,2222.0,6037222200,Los Angeles CA,"Los Angeles, CA",2106,0.042
90018,CA,6037,2225.0,6037222500,Los Angeles CA,"Los Angeles, CA",4702,0.0937
90007,CA,6037,2226.0,6037222600,Los Angeles CA,"Los Angeles, CA",5141,0.1256
90007,CA,6037,2227.0,6037222700,Los Angeles CA,"Los Angeles, CA",449,0.011
90089,CA,6037,2227.0,6037222700,Los Angeles CA,"Los Angeles, CA",4255,0.8227
90015,CA,6037,2240.1,6037224010,Los Angeles CA,"Los Angeles, CA",3621,0.1325
90007,CA,6037,2240.2,6037224020,Los Angeles CA,"Los Angeles, CA",1298,0.0317
90011,CA,6037,2240.2,6037224020,Los Angeles CA,"Los Angeles, CA",1087,0.0106
90015,CA,6037,2240.2,6037224020,Los Angeles CA,"Los Angeles, CA",846,0.031
90015,CA,6037,2242.0,6037224200,Los Angeles CA,"Los Angeles, CA",2385,0.0873
90006,CA,6037,2243.1,6037224310,Los Angeles CA,"Los Angeles, CA",2090,0.0359
90006,CA,6037,2243.2,6037224320,Los Angeles CA,"Los Angeles, CA",1624,0.0279
90015,CA,6037,2243.2,6037224320,Los Angeles CA,"Los Angeles, CA",1338,0.049
90007,CA,6037,2244.1,6037224410,Los Angeles CA,"Los Angeles, CA",2897,0.0708
90015,CA,6037,2244.1,6037224410,Los Angeles CA,"Los Angeles, CA",9,0.0003
90007,CA,6037,2244.2,6037224420,Los Angeles CA,"Los Angeles, CA",1925,0.047
90015,CA,6037,2244.2,6037224420,Los Angeles CA,"Los Angeles, CA",143,0.0052
90007,CA,6037,2246.0,6037224600,Los Angeles CA,"Los Angeles, CA",1171,0.0286
90011,CA,6037,2246.0,6037224600,Los Angeles CA,"Los Angeles, CA",2330,0.0228
90007,CA,6037,2247.01,6037224701,Los Angeles CA,"Los Angeles, CA",2077,0.0507
90007,CA,6037,2247.02,6037224702,Los Angeles CA,"Los Angeles, CA",3287,0.0803
90011,CA,6037,2260.01,6037226001,Los Angeles CA,"Los Angeles, CA",1305,0.0128
90015,CA,6037,2260.01,6037226001,Los Angeles CA,"Los Angeles, CA",359,0.0131
90021,CA,6037,2260.01,6037226001,Los Angeles CA,"Los Angeles, CA",941,0.1812
90058,CA,6037,2260.01,6037226001,Los Angeles CA,"Los Angeles, CA",27,0.0072
90014,CA,6037,2260.02,6037226002,Los Angeles CA,"Los Angeles, CA",1182,0.1277
90015,CA,6037,2260.02,6037226002,Los Angeles CA,"Los Angeles, CA",876,0.0321
90021,CA,6037,2260.02,6037226002,Los Angeles CA,"Los Angeles, CA",1529,0.2945
90011,CA,6037,2264.1,6037226410,Los Angeles CA,"Los Angeles, CA",3456,0.0338
90011,CA,6037,2264.2,6037226420,Los Angeles CA,"Los Angeles, CA",5026,0.0491
90011,CA,6037,2267.01,6037226701,Los Angeles CA,"Los Angeles, CA",2969,0.029
90011,CA,6037,2267.02,6037226702,Los Angeles CA,"Los Angeles, CA",2884,0.0282
90011,CA,6037,2270.1,6037227010,Los Angeles CA,"Los Angeles, CA",4397,0.043
90058,CA,6037,2270.1,6037227010,Los Angeles CA,"Los Angeles, CA",109,0.0291
90011,CA,6037,2270.2,6037227020,Los Angeles CA,"Los Angeles, CA",3508,0.0343
90011,CA,6037,2281.0,6037228100,Los Angeles CA,"Los Angeles, CA",4390,0.0429
90058,CA,6037,2281.0,6037228100,Los Angeles CA,"Los Angeles, CA",406,0.1082
90011,CA,6037,2282.1,6037228210,Los Angeles CA,"Los Angeles, CA",3770,0.0368
90011,CA,6037,2282.2,6037228220,Los Angeles CA,"Los Angeles, CA",4458,0.0436
90011,CA,6037,2283.1,6037228310,Los Angeles CA,"Los Angeles, CA",4491,0.0439
90011,CA,6037,2283.2,6037228320,Los Angeles CA,"Los Angeles, CA",3023,0.0295
90011,CA,6037,2284.1,6037228410,Los Angeles CA,"Los Angeles, CA",3129,0.0306
90011,CA,6037,2284.2,6037228420,Los Angeles CA,"Los Angeles, CA",2843,0.0278
90037,CA,6037,2284.2,6037228420,Los Angeles CA,"Los Angeles, CA",198,0.0031
90011,CA,6037,2285.0,6037228500,Los Angeles CA,"Los Angeles, CA",5305,0.0519
90037,CA,6037,2285.0,6037228500,Los Angeles CA,"Los Angeles, CA",71,0.0011
90011,CA,6037,2286.0,6037228600,Los Angeles CA,"Los Angeles, CA",4882,0.0477
90011,CA,6037,2287.1,6037228710,Los Angeles CA,"Los Angeles, CA",4245,0.0415
90011,CA,6037,2287.2,6037228720,Los Angeles CA,"Los Angeles, CA",4394,0.0429
90011,CA,6037,2288.0,6037228800,Los Angeles CA,"Los Angeles, CA",4482,0.0438
90058,CA,6037,2288.0,6037228800,Los Angeles CA,"Los Angeles, CA",1227,0.3271
90011,CA,6037,2289.0,6037228900,Los Angeles CA,"Los Angeles, CA",1877,0.0183
90058,CA,6037,2289.0,6037228900,Los Angeles CA,"Los Angeles, CA",1543,0.4114
90011,CA,6037,2291.0,6037229100,Los Angeles CA,"Los Angeles, CA",4523,0.0442
90011,CA,6037,2292.0,6037229200,Los Angeles CA,"Los Angeles, CA",4636,0.0453
90011,CA,6037,2293.0,6037229300,Los Angeles CA,"Los Angeles, CA",5172,0.0506
90037,CA,6037,2293.0,6037229300,Los Angeles CA,"Los Angeles, CA",470,0.0074
90011,CA,6037,2294.1,6037229410,Los Angeles CA,"Los Angeles, CA",3471,0.0339
90011,CA,6037,2294.2,6037229420,Los Angeles CA,"Los Angeles, CA",4681,0.0458
90007,CA,6037,2311.0,6037231100,Los Angeles CA,"Los Angeles, CA",457,0.0112
90011,CA,6037,2311.0,6037231100,Los Angeles CA,"Los Angeles, CA",1500,0.0147
90037,CA,6037,2311.0,6037231100,Los Angeles CA,"Los Angeles, CA",1187,0.0186
90089,CA,6037,2311.0,6037231100,Los Angeles CA,"Los Angeles, CA",4,0.0008
90007,CA,6037,2312.1,6037231210,Los Angeles CA,"Los Angeles, CA",232,0.0057
90037,CA,6037,2312.1,6037231210,Los Angeles CA,"Los Angeles, CA",3561,0.0559
90007,CA,6037,2312.2,6037231220,Los Angeles CA,"Los Angeles, CA",324,0.0079
90037,CA,6037,2312.2,6037231220,Los Angeles CA,"Los Angeles, CA",3618,0.0568
90018,CA,6037,2313.01,6037231301,Los Angeles CA,"Los Angeles, CA",376,0.0075
90037,CA,6037,2313.01,6037231301,Los Angeles CA,"Los Angeles, CA",303,0.0048
90062,CA,6037,2313.01,6037231301,Los Angeles CA,"Los Angeles, CA",2118,0.0651
90018,CA,6037,2313.02,6037231302,Los Angeles CA,"Los Angeles, CA",255,0.0051
90037,CA,6037,2313.02,6037231302,Los Angeles CA,"Los Angeles, CA",53,0.0008
90062,CA,6037,2313.02,6037231302,Los Angeles CA,"Los Angeles, CA",2425,0.0746
90018,CA,6037,2314.0,6037231400,Los Angeles CA,"Los Angeles, CA",231,0.0046
90062,CA,6037,2314.0,6037231400,Los Angeles CA,"Los Angeles, CA",4359,0.134
90062,CA,6037,2315.0,6037231500,Los Angeles CA,"Los Angeles, CA",4725,0.1453
90037,CA,6037,2316.01,6037231601,Los Angeles CA,"Los Angeles, CA",401,0.0063
90062,CA,6037,2316.01,6037231601,Los Angeles CA,"Los Angeles, CA",1853,0.057
90037,CA,6037,2316.02,6037231602,Los Angeles CA,"Los Angeles, CA",2148,0.0337
90037,CA,6037,2316.03,6037231603,Los Angeles CA,"Los Angeles, CA",2737,0.043
90037,CA,6037,2317.1,6037231710,Los Angeles CA,"Los Angeles, CA",4311,0.0677
90037,CA,6037,2317.2,6037231720,Los Angeles CA,"Los Angeles, CA",5060,0.0794
90037,CA,6037,2318.0,6037231800,Los Angeles CA,"Los Angeles, CA",5253,0.0825
90037,CA,6037,2319.01,6037231901,Los Angeles CA,"Los Angeles, CA",2741,0.043
90037,CA,6037,2319.02,6037231902,Los Angeles CA,"Los Angeles, CA",3166,0.0497
90037,CA,6037,2321.1,6037232110,Los Angeles CA,"Los Angeles, CA",3336,0.0524
90037,CA,6037,2321.2,6037232120,Los Angeles CA,"Los Angeles, CA",5019,0.0788
90037,CA,6037,2322.0,6037232200,Los Angeles CA,"Los Angeles, CA",2158,0.0339
90062,CA,6037,2322.0,6037232200,Los Angeles CA,"Los Angeles, CA",1046,0.0322
90037,CA,6037,2323.0,6037232300,Los Angeles CA,"Los Angeles, CA",2963,0.0465
90062,CA,6037,2323.0,6037232300,Los Angeles CA,"Los Angeles, CA",1413,0.0434
90062,CA,6037,2324.01,6037232401,Los Angeles CA,"Los Angeles, CA",3702,0.1138
90062,CA,6037,2324.02,6037232402,Los Angeles CA,"Los Angeles, CA",3163,0.0973
90062,CA,6037,2325.0,6037232500,Los Angeles CA,"Los Angeles, CA",5066,0.1558
90037,CA,6037,2326.01,6037232601,Los Angeles CA,"Los Angeles, CA",218,0.0034
90062,CA,6037,2326.01,6037232601,Los Angeles CA,"Los Angeles, CA",1834,0.0564
90037,CA,6037,2326.02,6037232602,Los Angeles CA,"Los Angeles, CA",4540,0.0713
90037,CA,6037,2327.01,6037232701,Los Angeles CA,"Los Angeles, CA",2228,0.035
90037,CA,6037,2327.02,6037232702,Los Angeles CA,"Los Angeles, CA",3932,0.0617
90037,CA,6037,2328.0,6037232800,Los Angeles CA,"Los Angeles, CA",4034,0.0633
90008,CA,6037,2340.01,6037234001,Los Angeles CA,"Los Angeles, CA",2025,0.0613
90018,CA,6037,2340.01,6037234001,Los Angeles CA,"Los Angeles, CA",336,0.0067
90008,CA,6037,2340.02,6037234002,Los Angeles CA,"Los Angeles, CA",2429,0.0735
90018,CA,6037,2340.02,6037234002,Los Angeles CA,"Los Angeles, CA",83,0.0017
90062,CA,6037,2340.02,6037234002,Los Angeles CA,"Los Angeles, CA",465,0.0143
90008,CA,6037,2342.0,6037234200,Los Angeles CA,"Los Angeles, CA",1604,0.0485
90018,CA,6037,2342.0,6037234200,Los Angeles CA,"Los Angeles, CA",855,0.017
90008,CA,6037,2343.01,6037234301,Los Angeles CA,"Los Angeles, CA",1918,0.058
90008,CA,6037,2343.02,6037234302,Los Angeles CA,"Los Angeles, CA",2597,0.0786
90043,CA,6037,2345.01,6037234501,Los Angeles CA,"Los Angeles, CA",2916,0.0631
90062,CA,6037,2345.01,6037234501,Los Angeles CA,"Los Angeles, CA",146,0.0045
90008,CA,6037,2345.02,6037234502,Los Angeles CA,"Los Angeles, CA",382,0.0116
90043,CA,6037,2345.02,6037234502,Los Angeles CA,"Los Angeles, CA",2396,0.0519
90062,CA,6037,2345.02,6037234502,Los Angeles CA,"Los Angeles, CA",134,0.0041
90043,CA,6037,2346.0,6037234600,Los Angeles CA,"Los Angeles, CA",5031,0.1089
90062,CA,6037,2346.0,6037234600,Los Angeles CA,"Los Angeles, CA",75,0.0023
90043,CA,6037,2347.0,6037234700,Los Angeles CA,"Los Angeles, CA",4121,0.0892
90047,CA,6037,2347.0,6037234700,Los Angeles CA,"Los Angeles, CA",88,0.0018
90043,CA,6037,2348.0,6037234800,Los Angeles CA,"Los Angeles, CA",3312,0.0717
90047,CA,6037,2348.0,6037234800,Los Angeles CA,"Los Angeles, CA",249,0.005
90043,CA,6037,2349.01,6037234901,Los Angeles CA,"Los Angeles, CA",3103,0.0672
90043,CA,6037,2349.02,6037234902,Los Angeles CA,"Los Angeles, CA",4238,0.0918
90043,CA,6037,2351.0,6037235100,Los Angeles CA,"Los Angeles, CA",4654,0.1008
90056,CA,6037,2351.0,6037235100,Los Angeles CA,"Ladera Heights, CA",36,0.0044
90043,CA,6037,2352.01,6037235201,Los Angeles CA,"Los Angeles, CA",2808,0.0608
90047,CA,6037,2352.01,6037235201,Los Angeles CA,"Los Angeles, CA",113,0.0023
90043,CA,6037,2352.02,6037235202,Los Angeles CA,"Los Angeles, CA",4765,0.1032
90008,CA,6037,2360.01,6037236001,Los Angeles CA,"Los Angeles, CA",1894,0.0573
90016,CA,6037,2360.01,6037236001,Los Angeles CA,"Los Angeles, CA",2528,0.0544
90008,CA,6037,2361.01,6037236101,Los Angeles CA,"Los Angeles, CA",2631,0.0796
90016,CA,6037,2361.01,6037236101,Los Angeles CA,"Los Angeles, CA",192,0.0041
90008,CA,6037,2361.02,6037236102,Los Angeles CA,"Los Angeles, CA",3141,0.0951
90008,CA,6037,2362.03,6037236203,Los Angeles CA,"Los Angeles, CA",1141,0.0345
90016,CA,6037,2362.03,6037236203,Los Angeles CA,"Los Angeles, CA",2602,0.0559
90008,CA,6037,2362.04,6037236204,Los Angeles CA,"Los Angeles, CA",2951,0.0893
90016,CA,6037,2362.04,6037236204,Los Angeles CA,"Los Angeles, CA",259,0.0056
